Chave,Titulo,Data Criacao,Data Mudanca,Status Antigo,Status Novo,Autor
BF3E4-1822,[CLIENTE - 28] Assunto: Hub Cart e Hub User (Parte 5) - TAMANHO: G,2026-03-09T12:03:44.625-0300,2026-03-17T18:46:57.489-0300,IN REFINEMENT,Refined,willian.santos
BF3E4-1822,[CLIENTE - 28] Assunto: Hub Cart e Hub User (Parte 5) - TAMANHO: G,2026-03-09T12:03:44.625-0300,2026-03-17T18:46:55.628-0300,WAITING REFINEMENT,IN REFINEMENT,willian.santos
BF3E4-1822,[CLIENTE - 28] Assunto: Hub Cart e Hub User (Parte 5) - TAMANHO: G,2026-03-09T12:03:44.625-0300,2026-03-17T18:46:52.931-0300,Open,WAITING REFINEMENT,willian.santos
BF3E4-1820,[CLIENTE - 27] Assunto: Hub Cart e Hub User (Parte 4) - TAMANHO: G,2026-03-09T12:03:11.130-0300,2026-03-26T17:07:44.034-0300,Refined,Canceled,willian.santos
BF3E4-1820,[CLIENTE - 27] Assunto: Hub Cart e Hub User (Parte 4) - TAMANHO: G,2026-03-09T12:03:11.130-0300,2026-03-17T18:46:08.739-0300,IN REFINEMENT,Refined,willian.santos
BF3E4-1820,[CLIENTE - 27] Assunto: Hub Cart e Hub User (Parte 4) - TAMANHO: G,2026-03-09T12:03:11.130-0300,2026-03-17T18:46:06.433-0300,WAITING REFINEMENT,IN REFINEMENT,willian.santos
BF3E4-1820,[CLIENTE - 27] Assunto: Hub Cart e Hub User (Parte 4) - TAMANHO: G,2026-03-09T12:03:11.130-0300,2026-03-17T18:46:03.914-0300,Open,WAITING REFINEMENT,willian.santos
BF3E4-1818,[CLIENTE - 26] Assunto: Hub Cart e Hub User (Parte 3) - TAMANHO: G,2026-03-09T12:02:51.976-0300,2026-03-26T17:06:58.890-0300,Refined,Canceled,willian.santos
BF3E4-1818,[CLIENTE - 26] Assunto: Hub Cart e Hub User (Parte 3) - TAMANHO: G,2026-03-09T12:02:51.976-0300,2026-03-17T18:45:31.770-0300,IN REFINEMENT,Refined,willian.santos
BF3E4-1818,[CLIENTE - 26] Assunto: Hub Cart e Hub User (Parte 3) - TAMANHO: G,2026-03-09T12:02:51.976-0300,2026-03-17T18:45:29.850-0300,WAITING REFINEMENT,IN REFINEMENT,willian.santos
